abn,name,category,entity_type,entity_status,sources,state,postcode,registration_date,age_years,gst_registered,gst_effective_from,is_current_entity,acn,main_trading_name,phone,email,business_url,found_at_url,google_places_id,google_formatted_name,google_phone,google_website,google_formatted_addr,google_primary_type,google_types,google_rating,google_rating_count,updated_at
14083762387,Amada Oceania Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2153,2000-03-07 00:00:00,26,true,2000-07-01 00:00:00,true,083762387,AMADA OCEANIA PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJI99uAuuhEmsRNxipPlsAM94,Amada Oceania Pty Ltd,+61 2 8887 1100,http://www.amada.com.au/,"Unit 7/16 Lexington Dr, Bella Vista NSW 2153, Australia",manufacturer,"manufacturer,point_of_interest,establishment",0.0,0,2026-03-10 02:07:36.039924
65009205243,SIMULATION MODELLING SERVICES PTY. LTD.,"",Australian Private Company,Active,ABR-Search,NSW,2302,2000-03-07 00:00:00,26,true,2000-07-01 00:00:00,true,009205243,SIMULATION MODELLING SERVICES PTY. LTD.,"","","","","","","","","","","",0.0,0,2026-03-10 02:24:01.498457
13007020439,Camplex Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3121,2000-03-08 00:00:00,26,true,2000-07-01 00:00:00,true,007020439,CAMPLEX PTY. LTD.,"","","",https://amtil.com.au/directory/,places/ChIJuR126yZo1moRkOmfjTQh7zs,Camplex Pty Ltd,+61 419 573 873,http://www.camplex.com.au/,"216/1 Westley Ave, Ivanhoe VIC 3079, Australia",manufacturer,"manufacturer,point_of_interest,service,establishment",0.0,0,2026-03-10 02:08:33.573478
58003931744,Fantid Pty Ltd (Hasmot),Manufacturing,Australian Private Company,Active,AMTIL,NSW,2481,2000-03-08 00:00:00,26,true,2000-07-01 00:00:00,true,003931744,FINTIDE PTY. LIMITED,"","","",https://amtil.com.au/directory/,places/ChIJ5bkQ-Dy5EmsRKLc2oLk-tLE,Hasmotek International,+61 2 9533 2722,https://www.hasmot.com/,"99-105 Boundary Rd, Peakhurst NSW 2210, Australia",auto_parts_store,"auto_parts_store,car_repair,point_of_interest,service,store,establishment",4.8,4,2026-03-10 02:09:22.326591
40005377588,SYSTOM PTY. LIMITED,"",Australian Private Company,Active,ABR-Search,VIC,3444,2000-03-08 00:00:00,26,true,2000-07-01 00:00:00,true,005377588,SYSTOM PTY. LIMITED,"","","","",places/ChIJB17uODto1moRc2EANeleyVs,System Sound Pty Ltd,+61 3 9645 2600,http://www.systemsound.com.au/,"5 Westside Ave, Port Melbourne VIC 3207, Australia",consultant,"consultant,service,point_of_interest,establishment",4.9,12,2026-03-10 02:24:53.26884
74053177898,Consep Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2164,2000-03-09 00:00:00,26,true,2000-07-01 00:00:00,true,053177898,CONSEP PTY. LIMITED,"","","",https://amtil.com.au/directory/,places/ChIJnXhFReCWEmsRaPvsQT_eHGM,Consep Pty Ltd,+61 2 9756 5299,http://www.consep.com.au/,"59 Newton Rd, Wetherill Park NSW 2164, Australia",consultant,"consultant,manufacturer,point_of_interest,service,establishment",5.0,8,2026-03-10 02:08:49.067159
79006171035,Infinitev,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3173,2000-03-09 00:00:00,26,true,2000-07-01 00:00:00,true,006171035,INNOVATIVE MECHATRONICS GROUP PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJ0U5WriwR1moRZc3g0DYXRcQ,Injectronics Australia Pty,+61 1300 308 060,http://www.injectronics.com.au/,"29 Bass Ct, Keysborough VIC 3173, Australia",car_repair,"car_repair,point_of_interest,service,establishment",3.8,86,2026-03-12 21:29:44.519544
63004939860,MFB Products Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3180,2000-03-09 00:00:00,26,true,2000-07-01 00:00:00,true,004939860,M.F.B. PRODUCTS PTY. LTD.,"","","",https://amtil.com.au/directory/,places/ChIJYea8CWs81moREmcgC6iLNf4,MFB Products,+61 3 9801 1044,http://www.mfb.com.au/,"105 Lewis Rd, Knoxfield VIC 3180, Australia",manufacturer,"manufacturer,general_contractor,point_of_interest,service,establishment",0.0,0,2026-03-10 02:11:04.169633
23006903493,Electrolink,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3175,2000-03-09 00:00:00,26,true,2000-07-01 00:00:00,true,006903493,ELECTROLINK PTY. LIMITED,"","","",https://semma.com.au/directory/,places/ChIJIa7H6VER1moR36tQnziW6-E,ELECTROLINK PTY LTD,+61 3 9706 9080,"","34-38 Progress St, Dandenong South VIC 3175, Australia",manufacturer,"manufacturer,point_of_interest,establishment",5.0,1,2026-03-10 02:13:06.878145
34004320361,Maton Guitars Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3128,2000-03-10 00:00:00,25,true,2000-07-01 00:00:00,true,004320361,MATON PROPRIETARY LIMITED,"","","",https://amtil.com.au/directory/,places/ChIJ24S2555A1moRuvjw4wOtDqQ,Maton Guitars,+61 3 9896 9500,http://www.maton.com.au/,"6 Clarice Rd, Box Hill South VIC 3128, Australia",manufacturer,"manufacturer,point_of_interest,service,store,establishment",4.7,29,2026-03-10 02:10:57.101979
51005421670,Bainbridge Engineering Vic Pty Ltd,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3175,2000-03-10 00:00:00,25,true,2000-07-01 00:00:00,true,005421670,BAINBRIDGE ENGINEERING VIC. PTY. LTD.,"","","",https://semma.com.au/directory/page/2/,places/ChIJ-0CFKXER1moRxtY-DlHvAIU,Bainbridge Engineering Vic PTY Ltd.,+61 3 9799 9700,http://bainbridgeeng.com.au/?page_id=22,"16 Gaine Rd, Dandenong South VIC 3175, Australia",manufacturer,"manufacturer,point_of_interest,establishment",5.0,6,2026-03-10 02:14:47.020776
14003491727,4CONTROL AUTOMATION,"",Australian Private Company,Active,ABR-Search,NSW,2333,2000-03-10 00:00:00,25,true,2019-10-01 00:00:00,true,003491727,ADDING VALUE TO BUSINESS PTY LTD,"","","","",places/ChIJfTCq4jKQOk4RqKUptJlTQfQ,ControlforYou | Smart Home Automation,+61 420 409 200,https://www.control4you.com.au/,"1109/1 Brushbox St, Sydney Olympic Park NSW 2127, Australia",electrician,"electrician,electronics_store,consultant,manufacturer,point_of_interest,service,store,establishment",5.0,5,2026-03-10 02:19:55.028851
38073980999,Colterlec,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2304,2000-03-12 00:00:00,25,true,2000-07-01 00:00:00,true,073980999,COLTERLEC PTY LIMITED,"","","",https://amtil.com.au/directory/,places/ChIJHfw0JG8Vc2sR7j2HQhI-iL0,Colterlec,+61 1300 362 626,https://www.colterlec.com.au/,"8 Rosegum Rd, Warabrook NSW 2304, Australia",point_of_interest,"point_of_interest,establishment",3.8,6,2026-03-10 02:08:45.121077
28003337442,Seco Tools Australia Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2148,2000-03-12 00:00:00,25,true,2000-07-01 00:00:00,true,003337442,SECO TOOLS AUSTRALIA PTY LIMITED,"","","",https://amtil.com.au/directory/,places/ChIJDXVZh-aZEmsRWuyUV0kc7q0,Seco Tools Australia Pty Ltd.,+61 1300 557 326,https://www.secotools.com/,"53/5-7 Inglewood Pl, Baulkham Hills NSW 2153, Australia",manufacturer,"manufacturer,point_of_interest,establishment",0.0,0,2026-03-10 02:12:11.09178
58001215792,Mitsubishi Electric Australia Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2116,2000-03-13 00:00:00,25,true,2000-07-01 00:00:00,true,001215792,MITSUBISHI ELECTRIC AUSTRALIA PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJd2VDsHujEmsREU0RAcMdmfc,Mitsubishi Electric Australia,+61 2 9684 7777,https://www.mitsubishielectric.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=NSW,"29 Baywater Dr, Wentworth Point NSW 2127, Australia",general_contractor,"general_contractor,supplier,manufacturer,point_of_interest,service,store,establishment",3.3,15,2026-03-10 02:11:06.22205
54002699354,Defence Directory,Manufacturing,Australian Private Company,Active,SEMMA,VIC,2010,2000-03-13 00:00:00,25,true,2000-07-01 00:00:00,true,002699354,YAFFA MEDIA PTY LTD,"","","",https://semma.com.au/directory/page/3/,places/ChIJnetoXU5d1moRfelznEUVpAw,Defence Plaza Melbourne,+61 1300 333 362,http://www.defence.gov.au/bases,"661 Bourke St, Melbourne VIC 3000, Australia",government_office,"government_office,service,point_of_interest,establishment",4.8,6,2026-03-10 02:16:29.666529
81002966770,Solace Projects,General,Australian Private Company,Active,HobsonsBay,NSW,2114,2000-03-15 00:00:00,25,true,2000-07-01 00:00:00,true,002966770,TEILTO PTY LTD,"","","",https://www.hobsonsbaybusiness.com.au/Business-Directory-Menu?dlv_OC%20CL%20Invest%20Business%20Directory%20Listing=(pageindex=22),places/ChIJtxUjtwe4EmsRt_5S2P6F2PU,Soleace Pty Ltd,+61 2 9524 0438,https://soleace.com.au/,"Unit 40 C/1/3 Endeavour Rd, Caringbah NSW 2229, Australia",service,"service,point_of_interest,establishment",5.0,3,2026-03-10 02:33:11.120652
40003587488,Cammthane Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2527,2000-03-16 00:00:00,25,true,2000-07-01 00:00:00,true,003587488,CAMMTHANE PTY. LIMITED,"","","",https://amtil.com.au/directory/,places/ChIJua42VmYSE2sRfTpCZJtCePM,Cammthane Pty Ltd.,+61 2 4257 3201,https://www.cammthane.com.au/,"18 Rivulet Cres, Albion Park Rail NSW 2527, Australia",manufacturer,"point_of_interest,manufacturer,establishment",5.0,2,2026-03-10 02:08:30.385335
94005178549,Baron Rubber,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3047,2000-03-17 00:00:00,25,true,2000-07-01 00:00:00,true,005178549,BARON RUBBER PROPRIETARY LIMITED,"","","",https://amtil.com.au/directory/,places/ChIJA-s2hbpa1moRmQQhdzm6Vl8,Baron Rubber,+61 3 9357 4767,http://www.baronrubber.com.au/,"11 Northcorp Blvd, Broadmeadows VIC 3047, Australia",manufacturer,"manufacturer,point_of_interest,establishment",0.0,0,2026-03-10 02:08:03.848479
79069417563,Emona Instruments Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,2050,2000-03-17 00:00:00,25,true,2000-07-01 00:00:00,true,069417563,EMONA INSTRUMENTS PTY LIMITED,"","","",https://amtil.com.au/directory/,places/ChIJYY8Fl7lB1moRpFK4bvZbd1g,Emona Instruments,+61 3 9889 0427,http://www.emona.com.au/,"4/1175 Toorak Rd, Camberwell VIC 3124, Australia",consultant,"consultant,supplier,manufacturer,point_of_interest,service,establishment",5.0,3,2026-03-10 02:09:14.910865
23000973035,Tycab Australia Pty Ltd,Manufacturing,Australian Private Company,Active,SEMMA,VIC,2575,2000-03-17 00:00:00,25,true,2000-07-01 00:00:00,true,000973035,TYREE PROPERTIES PTY LTD,"","","",https://semma.com.au/directory/,places/ChIJkzUgEs0T1moRza3iygDP7bo,Tyree Cable,+61 3 8791 0300,https://tyreecable.com.au/,"269 Frankston - Dandenong Rd, Dandenong South VIC 3175, Australia",manufacturer,"manufacturer,point_of_interest,establishment",5.0,1,2026-03-10 02:14:11.941093
93082130916,Value Added Personnel Pty Ltd,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3175,2000-03-17 00:00:00,25,true,2000-07-01 00:00:00,true,082130916,VALUE ADDED PERSONNEL PTY LTD,"","","",https://semma.com.au/directory/page/2/,places/ChIJc_0V1g4U1moR55QVK9NKbHE,Value Added Personnel,+61 3 9793 3425,https://vap.net.au/,"1/309-315 Thomas St, Dandenong VIC 3175, Australia",employment_agency,"employment_agency,point_of_interest,service,establishment",4.7,12,2026-03-10 02:15:44.466575
98067441669,SOFTWARE BY DESIGN AUST. PTY. LTD.,"",Australian Private Company,Active,ABR-Search,VIC,3192,2000-03-17 00:00:00,25,true,2000-07-01 00:00:00,true,067441669,SOFTWARE BY DESIGN AUST. PTY. LTD.,"","","","",places/ChIJsUlxktBr1moRMGW7qmwaetE,Design Shore Technologies Australia Pty Ltd,+61 3 9005 5998,https://www.designshore.com.au/,"2/11 Yarram Cres, Clayton VIC 3168, Australia",service,"point_of_interest,service,establishment",4.8,79,2026-03-10 02:18:34.668181
55006919400,Lake Engineering Pty Ltd,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3175,2000-03-18 00:00:00,25,true,2000-07-01 00:00:00,true,006919400,LAKE ENGINEERING PTY. LTD.,"","","",https://semma.com.au/directory/page/2/,places/ChIJx6g5-dYT1moR4Fs9o1Ka3sw,Lake Engineering,+61 3 9791 5440,http://www.lakeengineering.com.au/,"6/15-17 Monterey Rd, Dandenong South VIC 3175, Australia",manufacturer,"manufacturer,service,point_of_interest,establishment",5.0,2,2026-03-10 02:15:11.867296
38000289958,Hobson Engineering Co Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2766,2000-03-20 00:00:00,25,true,2000-07-01 00:00:00,true,000289958,HOBSON ENGINEERING CO PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJserRdbeQEmsRnuYeRFfkN0s,Hobson Engineering,+61 2 8818 0222,http://www.hobson.com.au/,"10 Clay Pl, Eastern Creek NSW 2766, Australia",manufacturer,"manufacturer,wholesaler,point_of_interest,establishment",3.4,5,2026-03-10 02:09:59.137306
76081598772,Robotic Automation,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2761,2000-03-21 00:00:00,25,true,2000-07-01 00:00:00,true,081598772,ROBOTIC AUTOMATION PTY LIMITED,"","","",https://amtil.com.au/directory/,places/ChIJXV3aEKSkEmsRotdtQWjsAlc,Robotic Automation P/L,+61 2 8748 6500,https://www.roboticautomation.com.au/,"66A Glendenning Rd, Glendenning NSW 2761, Australia",supplier,"supplier,manufacturer,point_of_interest,service,establishment",5.0,2,2026-03-10 02:12:02.989891
81000215092,Alstom Group,Manufacturing,Australian Private Company,Active,SEMMA,VIC,2150,2000-03-21 00:00:00,25,true,2000-07-01 00:00:00,true,000215092,GE POWER NZ HOLDINGS PTY LTD,"","","",https://semma.com.au/directory/page/2/,places/ChIJZ5U-jgmmEmsR_IzKgKCXQAY,Alstom Transport,+61 3 9612 5400,http://www.alstom.com/australia/,"15 William St, Melbourne VIC 3000, Australia",supplier,"supplier,manufacturer,point_of_interest,service,establishment",5.0,5,2026-03-10 02:15:43.636662
80004239696,Parish Engineering Company Pty Ltd,Manufacturing,Australian Private Company,Active,"AMTIL,SEMMA",VIC,3189,2000-03-22 00:00:00,25,true,2000-07-01 00:00:00,true,004239696,PARISH ENGINEERING COMPANY PROPRIETARY LIMITED,"","","",https://amtil.com.au/directory/,places/ChIJgy_cdQts1moRcT6nRmHYBJ4,"Parish Engineering - Precision CNC Turning, Milling & Machining Services in Melbourne",+61 3 9555 3377,https://www.parishengineering.com.au/,"50 Levanswell Rd, Moorabbin VIC 3189, Australia",manufacturer,"point_of_interest,manufacturer,establishment",5.0,1,2026-03-10 02:16:02.918925
14067969466,Dormakaba Australia Pty Ltd,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3803,2000-03-22 00:00:00,25,true,2000-07-01 00:00:00,true,067969466,DORMAKABA AUSTRALIA PTY LTD,"","","",https://semma.com.au/directory/page/2/,places/ChIJJSxpt1sVc2sRihbJa8lgZd4,dormakaba National Office,+61 1800 675 411,https://www.dormakaba.com/au-en,"12-13 Dansu Ct, Hallam VIC 3803, Australia",supplier,"supplier,manufacturer,point_of_interest,service,establishment",3.3,23,2026-03-10 02:15:02.781476
52003191302,TELEMETRICS PTY LTD,"",Australian Private Company,Active,ABR-Search,NSW,2061,2000-03-22 00:00:00,25,true,2000-07-01 00:00:00,true,003191302,TELEMETRICS PTY LTD,"","","","",places/ChIJG3wnyOZXDWsR3nzxEBYy198,Telemetrics Pty Limited,+61 2 8212 5455,http://telemetrics.com.au/,"31 Waipori St, St Ives NSW 2075, Australia",point_of_interest,"point_of_interest,establishment",0.0,0,2026-03-10 02:18:58.059718
94001831554,AUTOMATION CONSULTANTS AUSTRALIA PTY LTD,"",Australian Private Company,Active,ABR-Search,NSW,2067,2000-03-22 00:00:00,25,true,2000-07-01 00:00:00,true,001831554,AUTOMATION CONSULTANTS AUSTRALIA PTY LTD,"","","","",places/ChIJg_0VtzOlEmsRgTWQtiX1sog,Automation Consulting Pty Ltd,+61 2 8035 3424,https://www.automationconsulting.com.au/,"Level 57/25 Martin Pl, Sydney NSW 2000, Australia",consultant,"consultant,service,point_of_interest,establishment",5.0,14,2026-03-10 02:20:47.685608
34004982601,Roof Service Company Pty Ltd,General,Australian Private Company,Active,HobsonsBay,VIC,3016,2000-03-22 00:00:00,25,true,2000-07-01 00:00:00,true,004982601,ROOF SERVICE COMPANY PTY. LTD.,"","","",https://www.hobsonsbaybusiness.com.au/Business-Directory-Menu?dlv_OC%20CL%20Invest%20Business%20Directory%20Listing=(pageindex=20),places/ChIJAcu3wDlh1moRcT61VGLIrpw,Roof Service Co PTY Ltd.,+61 3 9397 2055,http://www.roofservicecompany.com/,"52 Macaulay St, Williamstown North VIC 3016, Australia",roofing_contractor,"roofing_contractor,point_of_interest,service,establishment",5.0,3,2026-03-10 02:32:52.843015
13077637104,Advatek Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3153,2000-03-23 00:00:00,25,true,2000-07-01 00:00:00,true,077637104,ADVATEK PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJlyvV0zow1moR-rtG6HrKmzU,Advatek Lighting,+61 3 8400 4566,https://www.advateklighting.com/,"Unit 1, 3/5 Gilda Ct, Mulgrave VIC 3170, Australia",manufacturer,"manufacturer,point_of_interest,establishment",5.0,5,2026-03-10 02:07:25.314108
14006988530,Jenera,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3153,2000-03-23 00:00:00,25,true,2000-07-01 00:00:00,true,006988530,JENERA PTY. LTD.,"","","",https://amtil.com.au/directory/,places/ChIJkw4b1xM71moRyLFzC6UYpWM,Jenera,"","","6 Ramage St, Bayswater VIC 3153, Australia",point_of_interest,"point_of_interest,establishment",0.0,0,2026-03-10 02:10:21.172988
47058026314,Laser 3D,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3173,2000-03-23 00:00:00,25,true,2000-07-01 00:00:00,true,058026314,LASER IMAGING PTY. LTD.,"","","",https://amtil.com.au/directory/,places/ChIJy8GPNmoU1moRw6vrgpV7e3k,Laser 3D,+61 3 8710 4100,https://www.laser3d.com.au/,"25-29 Arctic Ct, Keysborough VIC 3173, Australia",manufacturer,"manufacturer,point_of_interest,establishment",4.4,11,2026-03-10 02:10:37.313535
90005356230,G.T & J.A Jones Engineering Pty Ltd,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3175,2000-03-23 00:00:00,25,true,2000-07-01 00:00:00,true,005356230,G.T. & J.A. JONES (ENGINEERING) PTY. LTD.,"","","",https://semma.com.au/directory/page/3/,places/ChIJ61bSu9kT1moRukPEGmqnZSI,G T & J A Jones Engineering,+61 3 8782 8100,http://www.jonesengineering.com.au/,"Factory 1/75 Zenith Rd, Dandenong South VIC 3164, Australia",consultant,"consultant,service,point_of_interest,manufacturer,establishment",4.0,4,2026-03-10 02:16:39.667927
47005126876,Schmalz Australia,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3153,2000-03-24 00:00:00,25,true,2000-07-01 00:00:00,true,005126876,SCHMALZ AUSTRALIA PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJE_1Q9AE71moRxOaM0nKIgMw,Schmalz Australia Pty Ltd,+61 3 9215 8800,https://www.schmalz.com/en-au/,"25 Turbo Dr, Bayswater North VIC 3153, Australia",sports_activity_location,"sports_activity_location,supplier,manufacturer,point_of_interest,service,store,establishment",4.7,11,2026-03-10 02:12:10.198775
53053413817,Techni Waterjet Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3124,2000-03-24 00:00:00,25,true,2000-07-01 00:00:00,true,053413817,TECHNI WATERJET PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJ38UsZ-ZP1moR823u6XvnkIg,TECHNI Waterjet,+61 3 8359 5100,https://www.techniwaterjet.com/,"47 Barry Rd, Campbellfield VIC 3061, Australia",supplier,"supplier,manufacturer,point_of_interest,service,store,establishment",5.0,4,2026-03-10 02:12:35.966225
60004546543,AutoPacific Group,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3173,2000-03-24 00:00:00,25,true,2000-07-01 00:00:00,true,004546543,AUTOPACIFIC AUSTRALIA PTY LTD,"","","",https://semma.com.au/directory/page/2/,places/ChIJZWh_daoT1moRyg7C-o72ftw,AutoPacific Group,+61 3 9701 9500,https://autopacificgroup.com/,"49-75 Pacific Dr, Keysborough VIC 3173, Australia",manufacturer,"manufacturer,point_of_interest,establishment",3.0,9,2026-03-10 02:15:19.237899
50004983984,Propharma Australia Pty Ltd,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3175,2000-03-24 00:00:00,25,true,2000-07-01 00:00:00,true,004983984,PROPHARMA AUSTRALIA PTY. LTD.,"","","",https://semma.com.au/directory/page/2/,places/ChIJVVUlL0lC1moR5KAwJBecnnM,ProPharma Group,+61 3 8814 7900,https://www.propharmagroup.com/,"Suite 6, Ground Level/452 Johnston St, Abbotsford VIC 3067, Australia",consultant,"consultant,service,point_of_interest,establishment",0.0,0,2026-03-10 02:15:38.78306
28007143259,VGL Allied Connectors,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3173,2000-03-24 00:00:00,25,true,2000-07-01 00:00:00,true,007143259,V.G.L. IMPEX PTY. LTD.,"","","",https://semma.com.au/directory/page/2/,places/ChIJfciEGfQT1moRVILktFUmRgI,VGL - ALLIED CONNECTORS,+61 1300 793 466,http://www.alliedconnectors.com/,"192/196 Atlantic Dr, Keysborough VIC 3173, Australia",wholesaler,"wholesaler,point_of_interest,service,store,establishment",4.0,5,2026-03-10 02:15:47.726076
76004871489,Flowline Industries Pty Ltd,Manufacturing,Australian Private Company,Active,SEMMA,VIC,3201,2000-03-24 00:00:00,25,true,2000-07-01 00:00:00,true,004871489,FLOWLINE INDUSTRIES PTY. LTD.,"","","",https://semma.com.au/directory/page/2/,places/ChIJW8RBCOA91moRCBGe6jIZuWg,Flowline Industries,+61 3 9775 1839,http://www.flowlineind.com.au/,"9/11 Sahra Grove, Carrum Downs VIC 3201, Australia",point_of_interest,"point_of_interest,establishment",5.0,2,2026-03-10 02:15:49.556891
81066744572,IMTS Machinery,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3008,2000-03-27 00:00:00,25,true,2000-07-01 00:00:00,true,066744572,PETER TUCKER & ASSOCIATES PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJ0xsHq1Bg1moRgScO_1wr8-c,IMTS Machinery,+61 3 9314 9888,http://www.imts.com.au/,"Unit 12/21 Sabre Dr, Port Melbourne VIC 3207, Australia",supplier,"supplier,manufacturer,point_of_interest,establishment",5.0,1,2026-03-10 02:10:06.656848
21002480873,SOFTWARE INTEGRATORS PTY LTD,"",Australian Private Company,Active,ABR-Search,NSW,2000,2000-03-27 00:00:00,25,true,2000-07-01 00:00:00,true,002480873,SOFTWARE INTEGRATORS PTY LTD,"","","","",places/ChIJWVjXlheuEmsRKGXuUe5vvIg,Software Integrators,+61 2 9267 5556,http://www.softint.com.au/,"level 3/333 Kent St, Sydney NSW 2000, Australia",point_of_interest,"point_of_interest,establishment",5.0,1,2026-03-10 02:17:08.678344
71080736456,ASHT Pty Ltd,Education/Training,Australian Private Company,Active,RTO,SA,5000,2000-03-28 00:00:00,25,true,2000-07-01 00:00:00,true,080736456,ASHT PTY LTD,"","","",https://training.gov.au/organisation/details/0137,places/ChIJN2ha1tbOsGoRlyBL_dMk96E,Alliance College | Adelaide Main Campus,+61 1300 665 065,https://alliancecollege.edu.au/,"2/97 Pirie St, Adelaide SA 5000, Australia",university,"university,school,educational_institution,point_of_interest,establishment",4.6,84,2026-03-10 02:04:58.224477
54050998493,The Suzan Johnston Organization (Aust) Pty Ltd,Education/Training,Australian Private Company,Active,RTO,VIC,3000,2000-03-28 00:00:00,25,true,2000-07-01 00:00:00,true,050998493,THE SUZAN JOHNSTON ORGANIZATION (AUST.) PTY. LTD.,"","","",https://training.gov.au/organisation/details/0170,places/ChIJ8TrsBcpC1moR3Z_S_JcKz78,Suzan Johnston Training Organization,+61 3 9654 0999,https://www.sj.vic.edu.au/,"Head Office by appointment only, Level 22/120 Spencer St, Melbourne VIC 3000, Australia",point_of_interest,"point_of_interest,establishment",4.9,108,2026-03-10 02:05:00.807189
83005063847,Acra Machinery Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3175,2000-03-28 00:00:00,25,true,2000-07-01 00:00:00,true,005063847,ACRA HOLDINGS PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJHaIp_lkR1moRi91SlKf9tjw,Acra Machinery Pty Ltd.,+61 3 9794 6675,https://www.acra.com.au/,"20 Fowler Rd, Dandenong South VIC 3175, Australia",point_of_interest,"point_of_interest,establishment",4.0,1,2026-03-10 02:07:21.217489
48083423938,IFM Efector,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3170,2000-03-28 00:00:00,25,true,2000-07-01 00:00:00,true,083423938,IFM EFECTOR PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJdSsNYz4V1moRjFrdZvRAqHw,ifm efector,+61 1300 365 088,https://www.ifm.com/au/en,"Suite 3/745 Springvale Rd, Mulgrave VIC 3170, Australia",manufacturer,"manufacturer,point_of_interest,establishment",4.1,14,2026-03-10 02:10:03.256501
58006182798,Panelprint Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3153,2000-03-28 00:00:00,25,true,2000-07-01 00:00:00,true,006182798,PANELPRINT PTY. LTD.,"","","",https://amtil.com.au/directory/,places/ChIJSc8f8u071moRJvfbLdXQrds,Panelprint,+61 3 9729 4994,https://www.panelprint.com.au/,"Unit 1/25 Havelock Rd, Bayswater VIC 3153, Australia",point_of_interest,"point_of_interest,establishment",4.5,13,2026-03-10 02:11:33.065445
67079682661,DECISION MODELLING GROUP PTY LIMITED,"",Australian Private Company,Active,ABR-Search,NSW,2132,2000-03-28 00:00:00,25,true,2000-07-01 00:00:00,true,079682661,DECISION MODELLING GROUP PTY LIMITED,"","","","",places/ChIJ__-v8UGuEmsRlvvvCja5g4g,DECISION INC.,+61 2 9135 2968,https://decisioninc.com/en-au/,"3 Spring St, Sydney NSW 2000, Australia",consultant,"consultant,service,point_of_interest,establishment",4.9,7,2026-03-10 02:23:33.143292
68003337611,ABB Australia Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,2170,2000-03-30 00:00:00,25,true,2000-07-01 00:00:00,true,003337611,ABB AUSTRALIA PTY LIMITED,"","","",https://amtil.com.au/directory/,places/ChIJC1CEM0wV1moR9rAT42hToJw,ABB Australia,+61 1800 222 435,https://global.abb/group/en,"597 Blackburn Rd, Notting Hill VIC 3168, Australia",consultant,"consultant,service,point_of_interest,establishment",4.2,35,2026-03-10 02:07:13.392517
83069941662,Romheld Automation Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2567,2000-03-31 00:00:00,25,true,2000-07-01 00:00:00,true,069941662,ROMHELD AUTOMATION PTY LTD,"","","",https://amtil.com.au/directory/,places/ChIJreAclli9EmsRMndnR8-8oOs,Romheld Automation,+61 2 9721 1799,http://www.romheld.com.au/,"Unit 7/62 Turner Rd, Smeaton Grange NSW 2567, Australia",service,"service,point_of_interest,manufacturer,establishment",0.0,0,2026-03-10 02:12:03.784763
